finess;finess_geo;region;rs_finess;score_satisfaction;taux_reco_brut;type_enquete
750300493;750300493;Ile de France;CLINIQUE ARAGO CHIRURGIE OSTEO-ARTICULAIRE & VERTEBRALE ARTH;82.46;86.2;MCO_48H
750300550;750300550;Ile de France;CLINIQUE SAINTE GENEVIEVE;;;MCO_48H
750300592;750300592;Ile de France;CLINIQUE BLOMET;75.49;48.8;MCO_48H
750300667;750300667;Ile de France;MATERNITE SAINTE FELICITE;78.71;81.5;MCO_48H
750300741;750300741;Ile de France;CLINIQUE CHIRURGICALE VICTOR HUGO;;;MCO_48H
750300766;750300766;Ile de France;CLINIQUE BIZET;;;MCO_48H
750300774;750300774;Ile de France;CLINIQUE JOUVENET;79.4;76.6;MCO_48H
750300840;750300840;Ile de France;CLINIQUE DE LA MUETTE;70.47;45.6;MCO_48H
750300857;750300857;Ile de France;CLINIQUE REMUSAT;;;MCO_48H
750300881;750300881;Ile de France;CLINIQUE CHIRURGICALE DU TROCADERO;72.29;47.4;MCO_48H
750300915;750300915;Ile de France;CLINIQUE INTERNATIONALE DU PARC MONCEAU;74.69;57.6;MCO_48H
750300931;750300931;Ile de France;CLINIQUE SAINTE-THERESE DE L'ENFANT JESUS;73.08;62.0;MCO_48H
750301137;750301137;Ile de France;CLINIQUE CHIRURGICALE ALLERAY-LABROUSTE;;;MCO_48H
750301145;750301145;Ile de France;CLINIQUE DU MONT-LOUIS;71.67;47.9;MCO_48H
750301160;750301160;Ile de France;CLINIQUE MAUSSINS-NOLLET;;;MCO_48H
750712184;750801441;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);;;MCO_48H
750712184;750803447;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);73.82;67.5;MCO_48H
750712184;750803454;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);69.81;51.4;MCO_48H
760780023;760000018;Normandie;CENTRE HOSPITALIER DE DIEPPE;73.63;50.2;MCO_48H
760780239;760000141;Normandie;CENTRE HOSPITALIER UNIVERSITAIRE ROUEN;;;MCO_48H
760780239;760000158;Normandie;CENTRE HOSPITALIER UNIVERSITAIRE ROUEN;72.26;57.8;MCO_48H
760000166;760000166;Normandie;CENTRE REGIONAL LUTTE CONTRE CANCER HENRI BECQUEREL ROUEN;77.07;77.2;MCO_48H
760780262;760000182;Normandie;CENTRE HOSPITALIER DU BELVEDERE DE MONT-SAINT-AIGNAN;72.87;67.7;MCO_48H
760780726;760000356;Normandie;CENTRE HOSPITALIER DU HAVRE;;;MCO_48H
760780734;760000364;Normandie;CENTRE HOSPITALIER INTERCOMMUNAL DU PAYS DES HAUTES FALAISES;74.33;48.9;MCO_48H
760780742;760000372;Normandie;CENTRE HOSPITALIER INTERCOMMNUNAL CAUX VALLEE DE SEINE;73.1;54.8;MCO_48H
760024042;760000463;Normandie;CHI ELBEUF-LOUVIERS VAL DE REUIL;72.28;50.0;MCO_48H
760021329;760021329;Normandie;HOPITAL PRIVE DE L'ESTUAIRE;76.61;62.8;MCO_48H
760025312;760025312;Normandie;CLINIQUE MATHILDE SA CLINIQUE ST ROMAIN ROUEN RIVE GAUCHE;73.44;59.9;MCO_48H
760027292;760027292;Normandie;CLINIQUE MEGIVAL;76.32;62.9;MCO_48H
760780205;760780205;Normandie;CLINIQUE ST ANTOINE BOIS GUILLAUME;81.44;79.9;MCO_48H
760780510;760780510;Normandie;CLINIQUE DU CEDRE;80.71;82.0;MCO_48H
760780619;760780619;Normandie;CLINIQUE SAINT-HILAIRE ROUEN;77.76;69.2;MCO_48H
760780783;760780783;Normandie;CLINIQUE TOUS VENTS LILLEBONNE;;;MCO_48H
760780791;760780791;Normandie;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;74.54;64.6;MCO_48H
760780825;760780825;Normandie;CLINIQUE DE L'ABBAYE FECAMP;;;MCO_48H
760783035;760783035;Normandie;HOPITAL ECOLE DE LA CROIX ROUGE;;;MCO_48H
760780239;760783522;Normandie;CENTRE HOSPITALIER UNIVERSITAIRE ROUEN;72.96;68.4;MCO_48H
760780726;760805770;Normandie;CENTRE HOSPITALIER DU HAVRE;70.48;46.4;MCO_48H
760921809;760921809;Normandie;CLINIQUE DE L'EUROPE ROUEN;73.27;54.9;MCO_48H
770021145;770000131;Ile de France;GRAND HOPITAL DE L'EST FRANCILIEN;68.65;36.4;MCO_48H
770021152;770000149;Ile de France;CENTRE HOSPITALIER SUD SEINE ET MARNE;;;MCO_48H
770110054;770000156;Ile de France;CENTRE HOSPITALIER MARC JACQUET  MELUN;67.96;38.8;MCO_48H
770021152;770000164;Ile de France;CENTRE HOSPITALIER SUD SEINE ET MARNE;;;MCO_48H
770110070;770000172;Ile de France;CENTRE HOSPITALIER LEON BINET DE PROVINS;;;MCO_48H
770021152;770000214;Ile de France;CENTRE HOSPITALIER SUD SEINE ET MARNE;;;MCO_48H
770021145;770000446;Ile de France;GRAND HOPITAL DE L'EST FRANCILIEN;69.25;38.6;MCO_48H
770021145;770019032;Ile de France;GRAND HOPITAL DE L'EST FRANCILIEN;69.74;45.8;MCO_48H
770020477;770020477;Ile de France;HOPITAL FORCILLES - FONDATION COGNACQ JAY;77.94;68.7;MCO_48H
770300010;770300010;Ile de France;HOPITAL PRIVE DE MARNE CHANTEREINE (H.P.M.C.);70.81;35.5;MCO_48H
770300135;770300135;Ile de France;CLINIQUE MEDICO CHIRURGICALE LES FONTAINES;70.86;48.8;MCO_48H
770300143;770300143;Ile de France;SOCIETE ANONYME POLYCLINIQUE SAINT JEAN;77.86;65.1;MCO_48H
770300192;770300192;Ile de France;SOCIETE ANONYME CLINIQUE SAINTE-BRICE;;;MCO_48H
770790707;770790707;Ile de France;CLINIQUE DE TOURNAN;72.9;52.1;MCO_48H
770813400;770813400;Ile de France;CLINIQUE MEDICO-CHIRURGICALE SAINT-FARON;;;MCO_48H
780110011;780000287;Ile de France;CH FRANCOIS QUESNAY    MANTES LA JOLIE;68.42;35.6;MCO_48H
780002697;780000295;Ile de France;CH INTERCOMM MEULAN-LES MUREAUX;69.99;46.6;MCO_48H
780001236;780000311;Ile de France;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;66.57;31.8;MCO_48H
780110052;780000329;Ile de France;CENTRE HOSPITALIER DE RAMBOUILLET;67.44;43.0;MCO_48H
780001236;780000337;Ile de France;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;;;MCO_48H
780130027;780000378;Ile de France;HOPITAL DE HOUDAN;;;MCO_48H
780018727;780018727;Ile de France;CLINIQUE SAINT GERMAIN;70.53;43.3;MCO_48H
780022737;780022737;Ile de France;CENTRE HOSPITALIER DES COURSES;;;MCO_48H
780300075;780300075;Ile de France;CENTRE CARDIOLOGIQUE D'EVECQUEMONT;71.78;61.3;MCO_48H
780300125;780300125;Ile de France;POLYCLINIQUE DE LA REGION MANTAISE;71.86;48.5;MCO_48H
780300208;780300208;Ile de France;CLINIQUE SAINT LOUIS;73.34;56.6;MCO_48H
780300323;780300323;Ile de France;HOPITAL PRIVE DE VERSAILLES FRANCISCAINES;70.68;41.3;MCO_48H
780300406;780300406;Ile de France;HOPITAL PRIVE DE PARLY II;70.58;52.0;MCO_48H
780300414;780300414;Ile de France;CENTRE HOSPITALIER PRIVE DE L'EUROPE;72.02;53.9;MCO_48H
780300422;780300422;Ile de France;HOPITAL PRIVE DE L'OUEST PARISIEN;71.75;48.8;MCO_48H
780300455;780300455;Ile de France;CENTRE HOSPITALIER PRIVE DU MONTGARDE;72.78;60.0;MCO_48H
780630026;780630026;Ile de France;CENTRE PEDIATRIQUE DES COTES;;;MCO_48H
780110078;780800256;Ile de France;CENTRE HOSPITALIER  DE VERSAILLES;69.86;50.0;MCO_48H
790000012;790000087;Nouvelle Aquitaine;CENTRE HOSPITALIER DE NIORT;72.24;50.3;MCO_48H
790009948;790009948;Nouvelle Aquitaine;POLYCLINIQUE D'INKERMANN;72.56;51.0;MCO_48H
790006654;790019848;Nouvelle Aquitaine;CTRE HOSPIT. NORD DEUX-SEVRES;74.94;61.8;MCO_48H
800000028;800000143;Hauts de France;CENTRE HOSPITALIER D'ABBEVILLE;67.09;25.5;MCO_48H
800000036;800000184;Hauts de France;CENTRE HOSPITALIER D'ALBERT;;;MCO_48H
800000044;800000192;Hauts de France;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;72.0;47.7;MCO_48H
800000051;800000200;Hauts de France;CENTRE HOSPITALIER DE CORBIE;;;MCO_48H
800000069;800000226;Hauts de France;CENTRE HOSPITALIER DE DOULLENS;;;MCO_48H
800000085;800000390;Hauts de France;CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE;;;MCO_48H
800000093;800000432;Hauts de France;CENTRE HOSPITALIER DE PERONNE;;;MCO_48H
800000044;800000614;Hauts de France;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;;;MCO_48H
800002503;800002503;Hauts de France;SA CLINIQUE SAINTE ISABELLE;77.56;76.3;MCO_48H
800000044;800006124;Hauts de France;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;73.43;60.3;MCO_48H
800009466;800009466;Hauts de France;POLYCLINIQUE DE PICARDIE;79.39;71.4;MCO_48H
800009920;800009920;Hauts de France;GROUPE SANTE VICTOR PAUCHET;75.94;58.7;MCO_48H
800013179;800013179;Hauts de France;CLINIQUE DE L'EUROPE;;;MCO_48H
800015729;800015729;Hauts de France;SAS DE CARDIOLOGIES ET URGENCES;76.28;71.3;MCO_48H
810000224;810000224;Occitanie;CENTRE MEDICO CHIRUGICAL ET OBSTETRICAL CLAUDE BERNARD;72.65;64.0;MCO_48H
810000448;810000448;Occitanie;POLYCLINIQUE SAINTE BARBE;;;MCO_48H
810000331;810000505;Occitanie;CENTRE HOSPITALIER D'ALBI;72.14;53.6;MCO_48H
810000380;810000521;Occitanie;HOPITAL DU PAYS D'AUTAN - CHIC CASTRES MAZAMET;73.77;52.5;MCO_48H
810000455;810000562;Occitanie;CENTRE HOSPITALIER DE LAVAUR;77.58;77.1;MCO_48H
810101170;810101170;Occitanie;CLINIQUE TOULOUSE LAUTREC;79.29;69.6;MCO_48H
810101444;810101444;Occitanie;POLYCLINIQUE DU SIDOBRE;77.05;53.7;MCO_48H
820000016;820000032;Occitanie;CENTRE HOSPITALIER DE MONTAUBAN;71.1;46.4;MCO_48H
820000040;820000040;Occitanie;CLINIQUE CROIX ST MICHEL;72.31;56.4;MCO_48H
820000057;820000057;Occitanie;CLINIQUE DU PONT DE CHAUME;73.78;46.9;MCO_48H
820000065;820000065;Occitanie;CLINIQUE DU DOCTEUR CAVE;;;MCO_48H
820004950;820000883;Occitanie;CENTRE HOSPITALIER INTERCOMMUNAL CASTELSARRASIN-MOISSAC;73.77;63.9;MCO_48H
830100517;830000279;PACA;CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES;72.35;54.9;MCO_48H
830100525;830000287;PACA;CENTRE HOSPITALIER DE LA DRACENIE DE DRAGUIGNAN;70.57;42.1;MCO_48H
830100533;830000295;PACA;CENTRE HOSPITALIER DE HYERES MARIE JOSEE TREFFOT;71.02;50.9;MCO_48H
830100566;830000311;PACA;CENTRE HOSPITALIER INTER COMMUNAL DE FREJUS SAINT RAPHAEL;68.05;38.9;MCO_48H
830100590;830000337;PACA;CENTRE HOSPITALIER SAINT TROPEZ POLE DE SANTE DU GOLFE;72.31;50.5;MCO_48H
830100616;830000345;PACA;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;72.15;52.6;MCO_48H
830100103;830100103;PACA;HOPITAL PRIVE TOULON HYERES SAINTE MARGUERITE;77.04;62.3;MCO_48H
830100251;830100251;PACA;CLINIQUE DU CAP D'OR;77.49;61.2;MCO_48H
830100319;830100319;PACA;POLYCLINIQUE LES FLEURS;73.77;64.4;MCO_48H
830100327;830100327;PACA;CLINIQUE CLINIQUE LES LAURIERS;;;MCO_48H
830100368;830100368;PACA;CLINIQUE CHIRURGICALE DU GOLFE DE ST TROPEZ;76.12;52.4;MCO_48H
830100392;830100392;PACA;POLYCLINIQUE NOTRE DAME;75.16;62.8;MCO_48H
830100418;830100418;PACA;CLINIQUE NOTRE DAME DE LA MERCI;79.07;75.9;MCO_48H
830100434;830100434;PACA;HOPITAL PRIVE TOULON HYERES SAINT JEAN;75.86;63.6;MCO_48H
830100459;830100459;PACA;CLINIQUE CHIRURGICALE SAINT MICHEL;74.05;54.6;MCO_48H
830100475;830100475;PACA;HOPITAL PRIVE TOULON HYERES SAINT ROCH;80.24;74.5;MCO_48H
690781810;830100558;PACA;HOSPICES CIVILS DE LYON;83.4;93.9;MCO_48H
830100574;830100574;PACA;HOPITAL D'INSTRUCTION DES ARMEES SAINTE ANNE;75.85;79.8;MCO_48H
830100616;830100608;PACA;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;;;MCO_48H
830200523;830200523;PACA;POLYCLINIQUE MUTUALISTE HENRI MALARTIC;79.68;73.2;MCO_48H
840000285;840000285;PACA;POLYCLINIQUE URBAIN V;75.12;64.2;MCO_48H
840000327;840000327;PACA;CENTRE CHIRURGICAL MONTAGARD;77.29;66.1;MCO_48H
840000012;840000343;PACA;CENTRE HOSPITALIER DU PAYS D'APT;72.81;42.6;MCO_48H
840000350;840000350;PACA;INSTITUT SAINTE CATHERINE;79.76;73.6;MCO_48H
840000046;840000392;PACA;CENTRE HOSPITALIER DE CARPENTRAS;72.99;62.4;MCO_48H
840000400;840000400;PACA;SYNERGIA LUBERON;76.02;52.5;MCO_48H
840004659;840000418;PACA;CHI CAVAILLON LAURIS;70.72;37.1;MCO_48H
840000467;840000467;PACA;CAPIO CLINIQUE D'ORANGE;76.16;63.0;MCO_48H
840000087;840000483;PACA;CENTRE HOSPITALIER LOUIS GIORGI D'ORANGE;70.74;44.4;MCO_48H
130041916;840000491;PACA;CHI AIX PERTUIS;73.0;74.6;MCO_48H
840000111;840000525;PACA;CENTRE HOSPITALIER DE VAISON LA ROMAINE;;;MCO_48H
840006597;840001861;PACA;CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT;70.75;51.0;MCO_48H
840013312;840013312;PACA;CLINIQUE RHONE DURANCE;73.01;60.1;MCO_48H
840013445;840013445;PACA;CAPIO CLINIQUE FONTVERT AVIGNON NORD;80.69;70.9;MCO_48H
840017172;840017172;PACA;POLYCLINIQUE SYNERGIA;74.86;57.0;MCO_48H
840006597;840018337;PACA;CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT;;;MCO_48H
850000118;850000118;Pays de la Loire;CLINIQUE SAINT CHARLES;75.59;58.7;MCO_48H
850000126;850000126;Pays de la Loire;CLINIQUE SUD VENDEE;75.78;61.0;MCO_48H
850000134;850000134;Pays de la Loire;CLINIQUE CHIRURGICALE PORTE OCEANE;77.28;64.2;MCO_48H
850000019;850000142;Pays de la Loire;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;76.31;66.2;MCO_48H
850009010;850000175;Pays de la Loire;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;70.93;46.0;MCO_48H
850000019;850000209;Pays de la Loire;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;;;MCO_48H
850000019;850000225;Pays de la Loire;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;;;MCO_48H
850000084;850000241;Pays de la Loire;CENTRE HOSPITALIER COTE DE LUMIERE AUX SABLES D'OLONNE;75.99;55.9;MCO_48H
850025867;850000647;Pays de la Loire;GROUPE PUBLIC HOSPITALIER ET MEDICO SOCIAL DES COLLINES VEND;;;MCO_48H
850000035;850009630;Pays de la Loire;CENTRE HOSPITALIER DE FONTENAY LE COMTE;73.58;50.0;MCO_48H
860013382;860000025;Nouvelle Aquitaine;GROUPE HOSPITALIER NORD-VIENNE;73.84;56.8;MCO_48H
860013382;860000033;Nouvelle Aquitaine;GROUPE HOSPITALIER NORD-VIENNE;;;MCO_48H
860014208;860000058;Nouvelle Aquitaine;CENTRE HOSP. UNIVERSITAIRE DE POITIERS;;;MCO_48H
860014208;860000223;Nouvelle Aquitaine;CENTRE HOSP. UNIVERSITAIRE DE POITIERS;73.69;58.2;MCO_48H
860010321;860010321;Nouvelle Aquitaine;POLYCLINIQUE DE POITIERS;75.89;64.0;MCO_48H
860780311;860780311;Nouvelle Aquitaine;CLINIQUE DE CHATELLERAULT;;;MCO_48H
860780568;860780568;Nouvelle Aquitaine;CLINIQUE DU FIEF DE GRIMOIRE;73.28;61.3;MCO_48H
870000015;870000064;Nouvelle Aquitaine;CENTRE HOSPITALIER UNIVERSITAIRE DE LIMOGES;74.81;61.4;MCO_48H
870000023;870000098;Nouvelle Aquitaine;CENTRE HOSPITALIER DE ST-JUNIEN;74.57;66.7;MCO_48H
870000031;870000270;Nouvelle Aquitaine;CENTRE HOSPITALIER  JACQUES BOUTARD  ST-YRIEIX-LA-PERCHE;;;MCO_48H
870000288;870000288;Nouvelle Aquitaine;CLINIQUE FRANCOIS CHENIEUX;74.96;61.0;MCO_48H
870000411;870000411;Nouvelle Aquitaine;CLINIQUE DES EMAILLEURS-COLOMBIER LIMOGES;75.64;65.3;MCO_48H
870000015;870014859;Nouvelle Aquitaine;CENTRE HOSPITALIER UNIVERSITAIRE DE LIMOGES;71.6;58.1;MCO_48H
880007059;880000021;Grand Est;CENTRE HOSPITALIER INTERCOMMUNAL EMILE DURKHEIM EPINAL;70.72;38.4;MCO_48H
880780077;880000047;Grand Est;CENTRE HOSPITALIER SAINT CHARLES DE SAINT DIE;72.33;48.8;MCO_48H
880007299;880000054;Grand Est;CENTRE HOSPITALIER INTERCOMMUNAL DE L'OUEST VOSGIEN;74.07;51.4;MCO_48H
880780093;880000062;Grand Est;CENTRE HOSPITALIER DE REMIREMONT;72.63;59.3;MCO_48H
880007299;880000070;Grand Est;CENTRE HOSPITALIER INTERCOMMUNAL DE L'OUEST VOSGIEN;;;MCO_48H
880788591;880788591;Grand Est;POLYCLINIQUE LA LIGNE BLEUE;75.29;58.2;MCO_48H
890000169;890000169;Bourgogne-Franche-Comté;CLINIQUE PAUL PICQUET A SENS;76.18;69.6;MCO_48H
890002389;890002389;Bourgogne-Franche-Comté;POLYCLINIQUE SAINTE MARGUERITE A AUXERRE;75.41;50.5;MCO_48H
890000037;890975527;Bourgogne-Franche-Comté;CH AUXERRE;72.93;43.0;MCO_48H
890000409;890975535;Bourgogne-Franche-Comté;CH AVALLON;71.98;51.2;MCO_48H
890000417;890975543;Bourgogne-Franche-Comté;CH JOIGNY;;;MCO_48H
890970569;890975550;Bourgogne-Franche-Comté;CH SENS;69.16;39.9;MCO_48H
890000433;890975568;Bourgogne-Franche-Comté;CENTRE HOSPITALIER DU TONNERROIS;;;MCO_48H
900000035;900000035;Bourgogne-Franche-Comté;HOPITAL PRIVE DE LA MIOTTE;78.15;73.5;MCO_48H
900000365;900003039;Bourgogne-Franche-Comté;HOPITAL NORD FRANCHE COMTE;70.77;39.0;MCO_48H
910110014;910000272;Ile de France;CENTRE HOSPITALIER D'ARPAJON;69.16;43.7;MCO_48H
910019447;910000280;Ile de France;CH SUD ESSONNE-DOURDAN-ETAMPES;;;MCO_48H
910110055;910000298;Ile de France;CENTRE HOSPITALIER LONGJUMEAU;67.78;34.9;MCO_48H
910110055;910000306;Ile de France;CENTRE HOSPITALIER LONGJUMEAU;69.66;44.4;MCO_48H
910019447;910001973;Ile de France;CH SUD ESSONNE-DOURDAN-ETAMPES;;;MCO_48H
910015965;910015965;Ile de France;CLINIQUE  LE MOULIN DE VIRY;;;MCO_48H
910110055;910018423;Ile de France;CENTRE HOSPITALIER LONGJUMEAU;;;MCO_48H
910002773;910020254;Ile de France;CENTRE HOSPITALIER SUD FRANCILIEN;71.73;53.2;MCO_48H
750712184;910100015;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);;;MCO_48H
750712184;910100023;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);;;MCO_48H
910150028;910150028;Ile de France;CENTRE HOSPITALIER DE BLIGNY;80.08;85.2;MCO_48H
910150069;910150069;Ile de France;HOPITAL PRIVE  GERIATRIQUE LES MAGNOLIAS;69.06;42.2;MCO_48H
910300011;910300011;Ile de France;HOPITAL PRIVE DE PARIS - ESSONNE;69.2;47.1;MCO_48H
910300029;910300029;Ile de France;HOPITAL PRIVE ATHIS MONS/JULES VALLES;57.73;12.1;MCO_48H
910300060;910300060;Ile de France;CLINIQUE GERIATRIQUE LES VALLEES;;;MCO_48H
910300144;910300144;Ile de France;CENTRE MEDICO-CHIRURGICAL ET OBSTETRICAL D'EVRY;69.36;44.2;MCO_48H
910300177;910300177;Ile de France;CLINIQUE DE L'YVETTE;73.39;53.2;MCO_48H
910300219;910300219;Ile de France;HOPITAL PRIVE JACQUES CARTIER -GENERAL E DE SANTE;71.35;56.5;MCO_48H
910300300;910300300;Ile de France;HOPITAL PRIVE DU VAL D'YERRES;;;MCO_48H
910300326;910300326;Ile de France;CLINIQUE PASTEUR;;;MCO_48H
910803543;910803543;Ile de France;HOPITAL  PRIVE CLAUDE GALIEN;69.3;40.9;MCO_48H
910805357;910805357;Ile de France;CLINIQUE DE L'ESSONNE;71.15;45.0;MCO_48H
920000460;920000460;Ile de France;CLCC  INSTITUT CURIE CENTRE RENE HUGUENIN;78.5;78.5;MCO_48H
920110020;920000577;Ile de France;CENTRE D'ACCUEIL ET DE SOINS HOSPITALIERS DE NANTERRE;;;MCO_48H
920026374;920000585;Ile de France;CENTRE HOSP INTERCOMMUNAL DE COURBEVOIE NEUILLY PUTEAUX;70.97;51.5;MCO_48H
920009909;920000619;Ile de France;CENTRE HOSPITALIER DES QUATRE VILLES;73.02;60.9;MCO_48H
920009909;920000627;Ile de France;CENTRE HOSPITALIER DES QUATRE VILLES;;;MCO_48H
920000635;920000635;Ile de France;HOPITAL SUISSE DE PARIS;;;MCO_48H
920000643;920000643;Ile de France;INSTITUT HOSPITALIER FRANCO-BRITANNIQUE SITE KLEBER;71.1;54.1;MCO_48H
920000650;920000650;Ile de France;HOPITAL FOCH;73.94;66.6;MCO_48H
920000684;920000684;Ile de France;CENTRE CHIRURGICAL MARIE LANNELONGUE;70.86;70.6;MCO_48H
750712184;920100013;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);71.33;48.9;MCO_48H
750712184;920100021;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);70.2;51.6;MCO_48H
750712184;920100039;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);70.65;55.1;MCO_48H
750712184;920100047;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);69.31;51.2;MCO_48H
750712184;920100054;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);72.19;52.4;MCO_48H
750712184;920100062;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);;;MCO_48H
920120011;920120011;Ile de France;HOPITAL D'INSTRUCTION DES ARMEES A CLAMART;76.73;77.3;MCO_48H
920300043;920300043;Ile de France;HOPITAL PRIVE D'ANTONY;69.29;46.4;MCO_48H
920300183;920300183;Ile de France;CENTRE CHIRURGICAL DES PRINCES;;;MCO_48H
920300191;920300191;Ile de France;CLINIQUE CHIRURGICALE MARCEL SEMBAT;75.89;53.0;MCO_48H
920300266;920300266;Ile de France;CLINIQUE DU PLATEAU;;;MCO_48H
920300365;920300365;Ile de France;CLINIQUE LA MONTAGNE;72.44;47.7;MCO_48H
920300415;920300415;Ile de France;CLINIQUE LAMBERT;73.23;50.4;MCO_48H
920300597;920300597;Ile de France;CLINIQUE DE MEUDON LA FORET-VELIZY;74.79;50.3;MCO_48H
920300712;920300712;Ile de France;CENTRE CHIRURGICAL PIERRE CHEREST;73.53;50.0;MCO_48H
920300753;920300753;Ile de France;CENTRE CHIRURGICAL AMBROISE PARE;73.66;63.1;MCO_48H
920300761;920300761;Ile de France;CLINIQUE HARTMANN;73.66;51.7;MCO_48H
920300787;920300787;Ile de France;HOPITAL AMERICAIN;81.77;74.1;MCO_48H
920300837;920300837;Ile de France;CLINIQUE LES MARTINETS;74.52;38.9;MCO_48H
920300936;920300936;Ile de France;CLINIQUE CHIRURGICALE DU VAL D'OR;75.11;59.8;MCO_48H
930021480;930000286;Ile de France;GROUPE HOSPITALIER INTERCOMMUNAL LE RAINCY-MONTFERMEIL;66.76;34.7;MCO_48H
930110036;930000302;Ile de France;CENTRE HOSPITALIER INTERCOMMUNAL DE MONTREUIL;66.51;43.3;MCO_48H
930110051;930000328;Ile de France;CENTRE HOSPITALIER DE ST-DENIS (HOPITAL DELAFONTAINE);67.22;35.2;MCO_48H
930110069;930000336;Ile de France;CENTRE HOSPITALIER  ROBERT BALLANGER D'AULNAY SOUS BOIS;69.16;38.6;MCO_48H
750712184;930100011;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);;;MCO_48H
750712184;930100037;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);69.4;42.1;MCO_48H
750712184;930100045;Ile de France;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);67.92;31.1;MCO_48H
930150032;930150032;Ile de France;MATERNITE DES LILAS;71.91;59.2;MCO_48H
930300025;930300025;Ile de France;HOPITAL EUROPEEN LA ROSERAIE;65.43;27.7;MCO_48H
930300066;930300066;Ile de France;HOPITAL PRIVE DE L'EST PARISIEN-CLINIQUE D'AULNAY;70.67;39.5;MCO_48H
930300082;930300082;Ile de France;CENTRE MEDICO CHIRURGICAL FLOREAL;70.29;36.1;MCO_48H
930300116;930300116;Ile de France;HOPITAL PRIVE DE LA SEINE SAINT DENIS;67.57;40.9;MCO_48H
930300264;930300264;Ile de France;CLINIQUE DES LILAS;;;MCO_48H
930300298;930300298;Ile de France;POLYCLINIQUE VAUBAN SANTE;;;MCO_48H
930300553;930300553;Ile de France;CLINIQUE DE L'ESTREE;67.24;36.5;MCO_48H
930300587;930300587;Ile de France;CLINIQUE DU LANDY;;;MCO_48H
930300595;930300595;Ile de France;HOPITAL PRIVE DU VERT GALANT;72.37;39.2;MCO_48H
930300645;930300645;Ile de France;SOCIETE D'EXPLOITATION DU CENTRE CARDIOLOGIQUE DU NORD;70.04;64.0;MCO_48H
940110018;940000573;Ile de France;CENTRE HOSPITALIER INTERCOMMUNAL DE CRETEIL;71.02;51.2;MCO_48H
940110042;940000599;Ile de France;CENTRE HOSPITALIER INTERCOMMUNAL DE VILLENEUVE-SAINT-GEORGES;;;MCO_48H
940000649;940000649;Ile de France;HOPITAL SAINT-CAMILLE - BRY-SUR-MARNE;70.88;49.2;MCO_48H
940000656;940000656;Ile de France;GUSTAVE ROUSSY - HOPITAL DE CHEVILLY-LARUE;77.3;67.7;MCO_48H
940000664;940000664;Ile de France;INSTITUT GUSTAVE ROUSSY CENTRE DE LUTTE CONTRE LE CANCER;77.36;77.7;MCO_48H
